Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,124.43000030517578,126.52999877929688,122.7699966430664,126.33999633789062,126.33999633789062,768000
2020-05-05,126.97000122070312,130.2899932861328,126.0199966430664,126.77999877929688,126.77999877929688,943300
2020-05-06,128.42999267578125,129.5800018310547,126.75,126.87000274658203,126.87000274658203,868400
2020-05-07,129.02000427246094,133.75999450683594,127.97000122070312,133.3000030517578,133.3000030517578,1489700
2020-05-08,135.0,140.9600067138672,134.38999938964844,140.30999755859375,140.30999755859375,1552800
2020-05-11,139.3000030517578,142.69000244140625,138.25,141.1199951171875,141.1199951171875,1070300
2020-05-12,141.66000366210938,141.8800048828125,136.85000610351562,138.0500030517578,138.0500030517578,1576700
2020-05-13,137.5,139.02999877929688,132.1999969482422,134.86000061035156,134.86000061035156,1258300
2020-05-14,130.02999877929688,134.10000610351562,128.8000030517578,133.82000732421875,133.82000732421875,842700
2020-05-15,134.00999450683594,135.25,132.0,134.47999572753906,134.47999572753906,974800
2020-05-18,138.0,140.72999572753906,136.9600067138672,139.02999877929688,139.02999877929688,1020100
2020-05-19,139.0,141.67999267578125,137.72000122070312,139.30999755859375,139.30999755859375,917500
2020-05-20,140.4600067138672,141.44000244140625,136.1300048828125,140.07000732421875,140.07000732421875,1152400
2020-05-21,139.4600067138672,140.88999938964844,135.32000732421875,136.55999755859375,136.55999755859375,1194100
2020-05-22,135.24000549316406,135.8000030517578,133.24000549316406,134.60000610351562,134.60000610351562,1389500
2020-05-26,139.32000732421875,139.66000366210938,136.3000030517578,137.92999267578125,137.92999267578125,1523500
2020-05-27,138.9499969482422,140.25,134.4499969482422,139.66000366210938,139.66000366210938,1267200
2020-05-28,140.32000732421875,143.72000122070312,139.61000061035156,142.44000244140625,142.44000244140625,2247100
2020-05-29,154.5,157.0,151.17999267578125,156.27000427246094,156.27000427246094,5199300
2020-06-01,153.9199981689453,156.08999633789062,152.17999267578125,154.13999938964844,154.13999938964844,2120200
2020-06-02,154.5800018310547,155.99000549316406,151.92999267578125,152.94000244140625,152.94000244140625,1678800
2020-06-03,151.94000244140625,152.49000549316406,149.3000030517578,149.38999938964844,149.38999938964844,1222400
2020-06-04,148.50999450683594,150.14999389648438,146.8800048828125,148.0800018310547,148.0800018310547,1318100
2020-06-05,148.9600067138672,152.19000244140625,148.6999969482422,149.77000427246094,149.77000427246094,1531100
2020-06-08,151.1999969482422,153.19000244140625,148.63999938964844,151.85000610351562,151.85000610351562,1357900
2020-06-09,151.6199951171875,151.85000610351562,146.41000366210938,146.41000366210938,146.41000366210938,1193800
2020-06-10,147.0500030517578,147.80999755859375,144.27000427246094,144.7899932861328,144.7899932861328,1467300
2020-06-11,142.2899932861328,142.86000061035156,135.94000244140625,136.2899932861328,136.2899932861328,1513800
2020-06-12,139.47000122070312,140.67999267578125,133.2100067138672,135.85000610351562,135.85000610351562,1329200
2020-06-15,133.47000122070312,137.92999267578125,132.41000366210938,136.88999938964844,136.88999938964844,1583500
2020-06-16,140.02000427246094,142.0500030517578,138.3300018310547,139.49000549316406,139.49000549316406,1254300
2020-06-17,141.0,143.77000427246094,140.64999389648438,141.24000549316406,141.24000549316406,1225400
2020-06-18,141.44000244140625,143.66000366210938,139.4600067138672,143.42999267578125,143.42999267578125,1420200
2020-06-19,148.22999572753906,152.0,147.4199981689453,150.69000244140625,150.69000244140625,3184600
2020-06-22,150.0,150.8300018310547,146.41000366210938,148.0,148.0,1294700
2020-06-23,149.0,150.77000427246094,148.39999389648438,149.22999572753906,149.22999572753906,1560200
2020-06-24,155.5500030517578,161.9499969482422,151.94000244140625,152.72999572753906,152.72999572753906,5258600
2020-06-25,151.94000244140625,152.25999450683594,146.9600067138672,149.4499969482422,149.4499969482422,2386200
2020-06-26,149.67999267578125,151.6300048828125,146.27999877929688,146.5,146.5,2144100
2020-06-29,147.77999877929688,151.4499969482422,146.25999450683594,150.99000549316406,150.99000549316406,1276500
2020-06-30,152.07000732421875,156.8000030517578,150.7899932861328,154.86000061035156,154.86000061035156,2277200
