datetime,title,content
2020-07-27 10:14:02 -0400,"Auto Stock Roundup: TSLA & LAD Beat on Q2 Earnings, GNTX Posts Disappointing Results","Quite unexpectedly, Tesla (TSLA) posts a profit in the second quarter of 2020. While Lithia (LAD) tops earnings estimates, Gentex (GNTX) puts up a dismal show in Q2."
2020-07-26 13:00:00 -0400,Tesla's U.S. Rival Breaks Ground On Its First American Factory,"Tesla rival Nikola broke ground on its first manufacturing facility in Arizona this week, a factory where it looks to produce its hydrogen trucks as of 2023"
2020-07-26 06:00:00 -0400,Nikola vs. Tesla Stock: Comparing the Two Electric-Vehicle Makers,Batman versus Superman. Yankees-Red Sox. Nikola Tesla versus Thomas Edison. These are some of the greatest rivalries of all time. Nikola bulls hope
2020-07-25 12:57:28 -0400,"Dow Jones Futures: Three Cheers For Coronavirus Stock Market Rally's 'Bad Week'; Apple, Amazon, AMD, Google, Facebook, Shopify, ServiceNow, PayPal Earnings Due","The stock market rally had a down week, but there were several reasons to be positive. Apple, Amazon, AMD earnings loom, along with dozens of other top companies."
2020-07-25 12:53:00 -0400,Another Electric Vehicle Producer Is Coming Public. Here’s What It Could Be Worth.,Chinese electric vehicle maker Li Auto filed public offering documents Friday afternoon. Here’s what investors need to know.
2020-07-25 12:04:48 -0400,Boyar Value Group 2020 Q2 Commentary,"Boyar Value Group commentary for the second quarter ended June 2020, discussing that S&P 500 is a market cap weighted index. “What you need to do is operate your company in such way, knowing That you will be weighted one day. Never spend any time thinking about the daily stock price. I never do.” - […]"
2020-07-25 11:55:26 -0400,Tesla Q2 2020 Earnings: Stock Price Targets Popping,"Tesla released its Q2 2020 earnings report last night, and analysts responded with a flood of price target increases for Tesla stock (NASDAQ:TSLA). We’re finally starting to see a significant number of analysts with price targets in excess of $1,000, although the company’s valuation still gives most analysts pause. The automaker reported $6 billion in revenue […]"
2020-07-25 09:45:00 -0400,"Tesla Management Talks Demand, Cash, and Competitive Advantages","Investors were watching Tesla (NASDAQ: TSLA) closely this week.  As investors digest the earnings report, which featured the company's fourth consecutive quarter of profitability, here's a look at some of the most important takeaways from Tesla's second-quarter earnings call.  Tesla CFO Zachary Kirkhorn pointed out that the company's cash position was improving, moving Tesla further away from the high-risk balance sheet it used to sport."
2020-07-24 21:00:00 -0400,RPT-COLUMN-Tesla boss Musk's desire for more nickel could be a non-starter: Andy Home,"Elon Musk faces something of a reality check after his call this week for more nickel mines to feed the batteries that Tesla and other carmakers need to power their electric vehicles.  The market's fortunes remain beholden not to the battery supply chain but to the much larger stainless steel sector, and nickel prices are hovering around levels that are more likely to force out existing operators than entice new ones.  ""Tesla will give you a giant contract for a long period of time if you mine nickel efficiently and in an environmentally sensitive way,"" the electric car company's charismatic leader told a post-earnings conference call."
2020-07-24 16:34:00 -0400,Chinese electric-car maker Li Auto sets IPO terms,"Chinese electric-car maker Li Auto Inc.  said late Friday it expects to sell up to 95 million American depositary shares in a range between $8 and US$10 in its initial public offering. Li Auto filed for the IPO earlier this month. Goldman Sachs, Morgan Stanley and UBS are among the underwriters. Li's IPO comes on the heels of recent IPO successes for electric-vehicle makers such as Nikola Corp.  and of share rallies for Tesla Inc.  and Nio Inc. , also a Chinese EV maker. Li said it started volume production of its first model, an SUV called Li One, in November 2019, and that it has delivered more than 10,400 Li One vehicles as of June 30. Li said it focuses on SUVs costing between $21,000 and $70,000, seeking to offer customers &quot;unpa..."
2020-07-24 16:25:00 -0400,Tesla Inc. stock underperforms Friday when compared to competitors,"COMPANY CLOSE UPDATES  Shares of Tesla Inc. TSLA slipped 6.35% to $1,417.00 Friday, on what proved to be an all-around rough trading session for the stock market, with the NASDAQ Composite Index COMP falling 0."
2020-07-24 13:59:00 -0400,Why Nikola Stock Was Down on Friday,"Shares of electric-semi start-up Nikola (NASDAQ: NKLA) were trading lower on Friday as sectorwide pressure on electric-vehicle stocks exacerbated what has been a rough week for the company's shares.  As of 1:30 p.m. EDT, Nikola's shares were down about 12.5% from Thursday's closing price and down more than 39% since last Friday's close.  Nikola was one of several electric-vehicle stocks that was hit by a wave of selling on Friday after a Wall Street analyst issued a post-earnings downgrade on Tesla (NASDAQ: TSLA)."
2020-07-24 12:21:14 -0400,Rob Arnott Says It’s ‘Insanely Stupid’ to Chase Market Bubbles,"(Bloomberg) -- Rob Arnott has a warning for everyone who is confident they’ll know when it’s time to sell a soaring stock like Amazon.com Inc. or Tesla Inc.: getting out before the crash is much harder than it looks.“People buying bubble assets will make money until they don’t,” the Research Affiliates co-founder said on Bloomberg’s What Goes Up podcast. “If they don’t have a view of what will it take for me to say, ‘OK, enough already, I’m going to get out,’ then they are doomed to ride the roller-coaster over the top and down. So without a sell discipline, buying bubble assets is insanely stupid.”After a stellar run for technology stocks this year, with the Nasdaq 100 up more than 25% at one time, speculative trading sending the likes o..."
2020-07-24 11:56:30 -0400,"Stocks on the move: Moderna faces vaccine hurdle, Tesla falls on growth concerns",Yahoo Finance's Adam Shapiro breaks down the stocks to watch Friday.
2020-07-24 11:52:00 -0400,"Stock Markets Bounce Off Lows; Tesla, Nikola Lead EV Stocks Down","Major market benchmarks were lower Friday morning, but they cut their losses from early in the session."
2020-07-24 11:16:00 -0400,Why NIO Stock Slid on Friday Morning,"What happened Shares of Chinese electric-vehicle maker NIO (NYSE: NIO) were trading lower on Friday morning, after an analyst downgrade of rival Tesla (NASDAQ: TSLA) triggered an early sell-off of electric-car stocks."
2020-07-24 11:00:56 -0400,"Tesla preps to build factory outside Austin, Texas","On Friday, President Donald Trump took to Twitter to applaud Elon Musk's recent decision to build a factory outside of Austin, Texas. Yahoo Finance's Ines Ferre breaks down the details on The First Trade."
2020-07-24 10:30:56 -0400,"Tesla Sinks as Euphoria Shifts to Scrutiny on Growth, Valuation","(Bloomberg) -- Investor euphoria around Tesla Inc. shares succumbed to gravity Friday, with one of the biggest catalysts behind automaker’s recent rally now done and dusted.Tesla shares dropped as much as 9.7% to $1,366.54 in New York, its lowest intraday price since July 8. The stock has lost 14% since the company delivered stronger-than-expected earnings on Wednesday.Shares of the company had risen 280% this year through Wednesday, reflecting the possibility of a fourth consecutive quarterly profit, an inclusion into the S&P 500 Index, entry into new markets and pending announcement of better battery technology. The biggest driver out of them all was the second-quarter profit, since it would open the door to the S&P 500.Actual inclusion..."
2020-07-24 10:30:47 -0400,Warren Buffett on the Fear of Missing Out After Stock Price Gains,A patient approach to investing may lead to higher returns Continue reading...
2020-07-24 10:20:00 -0400,Why Tesla Stock Fell Sharply on Friday,"Shares of electric-car maker Tesla (NASDAQ: TSLA) fell sharply on Friday, declining 9% as of 9:50 a.m. EDT.  The stock's decline comes after a huge run-up in the stock price over the past month.  Also driving the decline in Tesla's share price on Friday may be an analyst's decision to downgrade his rating for Tesla stock from ""outperform"" to ""neutral."""
2020-07-24 09:41:44 -0400,COLUMN-Tesla boss Musk's desire for more nickel could be a non-starter: Andy Home,"Elon Musk faces something of a reality check after his call this week for more nickel mines to feed the batteries that Tesla and other carmakers need to power their electric vehicles.  The market's fortunes remain beholden not to the battery supply chain but to the much larger stainless steel sector, and nickel prices are hovering around levels that are more likely to force out existing operators than entice new ones.  ""Tesla will give you a giant contract for a long period of time if you mine nickel efficiently and in an environmentally sensitive way,"" the electric car company's charismatic leader told a post-earnings conference call."
2020-07-24 08:31:00 -0400,Why Tesla's Q2 Performance Was Impressive,"Tesla posted non-GAAP earnings per share of $2.18, up from a loss of $1.12 in the year-ago quarter.  Analysts, on average, were expecting non-GAAP earnings per share of $0.03.  Of course, critics are quick to point out that Tesla's profitability benefited from $428 million of zero-emission regulatory credits."
2020-07-24 06:21:00 -0400,Why Tesla Belongs in the Dow Jones Industrials,Forget the S&P; 500 -- there are solid reasons why the electric vehicle maker deserves a spot in the prestigious benchmark index.
2020-07-24 02:02:46 -0400,Could Profitability Trajectory Be a Game Changer for Tesla? 5-Star Analyst Weighs In,"Another quarter, another home run for Tesla (TSLA). After the closing bell Wednesday, the company posted its results for Q2, with the numbers blowing Wall Street’s forecasts right out of the water. Not to mention, Musk & Co. once again defied the naysayers by reissuing its original FY20 unit delivery target of 500,000 units.Looking more closely at the print, total revenues came in at $5.18 billion, compared to the Street’s $5.15 billion call. As for EPS, it flew past the -$0.02 estimate, with the actual result landing at $0.50, making S&P 500 inclusion even more likely.Writing for Wedbush, five-star analyst Daniel Ives highlights another aspect of its performance, one that has been highly publicized. Turning to its delivery numbers, he po..."
2020-07-23 21:59:07 -0400,Tesla’s China Rival WM Motor Considers Star Board IPO,"(Bloomberg) -- WM Motor Technology Co. is weighing an initial public offering in Shanghai as rival electric vehicle manufacturers battle for a domestic market increasingly dominated by Tesla Inc., said people familiar with the matter.The Shanghai-based company is working with financial advisers on plans for a STAR board listing as soon as this year, said the people, who asked not to be identified as the information is not public. WM Motor is expected to seek an offering that would value the carmaker at more than 30 billion yuan ($4.3 billion), the people said.The move comes at a tense moment for Chinese EV makers as the once heavily subsidized industry faces a potential shake-out, exacerbated by seemingly unstoppable market leader Tesla r..."
2020-07-23 19:32:42 -0400,"Tesla Stock Will Go to Mars Before SpaceX, Says S3 Partners Founder","Jul.23 -- ""Elon Musk is the lead actor in the biggest financial soap opera that's ever been. He makes roofs, rockets and cars, and it's a controversial bet, people doubt him but he performs, and we've never seen short interest as big as it is right now,"" says S3 Partners founder Bob Sloan. He speaks to Vonnie Quinn on ""Bloomberg Markets."""
2020-07-23 19:01:00 -0400,"Jim Cramer: These Stocks Look Too High, Too Hot","Investors might have to take it on the chin -- and then do some soul searching -- as names like Microsoft, Tesla and other stars get hit."
2020-07-23 18:18:20 -0400,"S&P 500 Index Falls 40 Points: Worst Day Since June as Surge in Unemployment Claims, Coronavirus Cases Sends Apple, Tesla, Microsoft Stocks Down Sharply","Initial jobless claims surpassed 1.4 million last week, a higher figure than the prior week as surging cases of COVID-19 slow the economic recovery."
2020-07-23 17:32:07 -0400,"Tesla, Inc. -- Moody's upgrades Tesla's ratings including CFR to B2 and senior unsecured to B3; the outlook is stable.","Rating Action: Moody's upgrades Tesla's ratings including CFR to B2 and senior unsecured to B3; the outlook is stable.  New York, July 23, 2020 -- Moody's Investors Service (""Moody's"") upgraded the ratings of Tesla, Inc., including the Corporate Family Rating to B2 from B3, and senior unsecured rating to B3 from Caa1, and the speculative grade liquidity rating to SGL-2 from SGL-3.  The upgrade reflects Tesla's sustainable position in the auto industry as a specialized producer of pure battery electric vehicles (BEVs)."
2020-07-23 16:50:15 -0400,"Nasdaq Falls 245 Points as Tesla, Citrix Sell Off After Earnings","Thursday was a bad day on Wall Street, and the Nasdaq Composite (NASDAQINDEX: ^IXIC) and Nasdaq-100 suffered the largest declines among the major benchmarks.  With drops of roughly 2.5%, the Nasdaq indexes saw much steeper losses than the Dow Jones Industrials and the broader S&P 500 -- let alone the flat performance of the small-cap Russell 2000.  Investors had anticipated earnings results from Tesla (NASDAQ: TSLA) for months, and in classic sell-the-news mode, the electric vehicle maker's stock dropped even after shareholders got the profit they had hoped to see."
2020-07-23 16:25:00 -0400,"Tesla Inc. stock falls Thursday, underperforms market","COMPANY CLOSE UPDATES  Shares of Tesla Inc. TSLA slid 4.98% to $1,513.07 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the NASDAQ Composite Index COMP falling 2."
2020-07-23 15:45:35 -0400,"Tesla has electrifying Q2, announces plans to build new gigafactory in Austin, Texas","After posting electrifying Q2 numbers, Wall Street analysts raised their price target for Tesla. In addition to this, Tesla announced it would build its cyber truck factory in Austin, Texas. The Final Round panel breaks down the details."
2020-07-23 15:24:57 -0400,Tesla outlook after blowout earnings results,CreditSights Head of US Industrials and Senior Analyst Hitin Anand joins Yahoo Finance’s Akiko Fujita to discuss the latest outlook for Tesla after the automaker reported its fourth straight quarter of profits.
2020-07-23 14:51:00 -0400,Tesla Shares Take a Dip With Focus Turning to Lagging Growth,"(Bloomberg) -- After doubling the value of Tesla Inc. shares over the past three months, investors are taking a breather on Thursday following the electric-vehicle maker’s fourth consecutive quarterly profit, which was widely anticipated by the market.Tesla’s market valuation of $280 billion now dwarfs even the biggest of the traditional carmakers, as its stock soared 262% this year, even after a steep decline in February-March on coronavirus-related concerns. The shares dropped as much as 7% to $1,480.77 on Thursday, after initially rising on the news of second-quarter profit and the enhanced possibility it will enter the S&P 500 Index.With the latest results out of the way, the focus will turn to Tesla’s growth rate, especially as its v..."
2020-07-23 14:44:00 -0400,Tesla Smashed Earnings Expectations. Here’s What Wall Street Is Saying.,"Tesla beat second-quarter earnings estimates and produced a quarterly profit based on generally accepted accounting principles, something required for inclusion into the S&P 500 index."
2020-07-23 14:31:44 -0400,"Tesla posts strong Q2 earnings, confirms Texas as next U.S. Gigafactory site","Forbes Autos Contributor, and North American Car, Truck and SUV Juror Karl Brauer, joins Yahoo Finance’s Zack Guzman to break down Tesla’s second quarter earnings report, and more."
2020-07-23 13:37:14 -0400,US STOCKS-S&P 500 eases from five-month high as labor market rebound slows,"The S&P 500 backed off a five-month peak in a choppy trading on Thursday as investors held out for a new coronavirus relief package, with latest data showing signs that a recovery in the labor market was stalling.  Tesla Inc posted a fourth consecutive quarterly profit, clearing a hurdle that could lead to the electric carmaker's inclusion in the S&P 500 index."
2020-07-23 13:29:18 -0400,Elon Musk's SpaceX in talks to raise funds at $44 bln valuation - Bloomberg News,"July 23 (Reuters) - Elon Musk's SpaceX is looking to raise new capital at a valuation of about $44 billion, Bloomberg News reported on Thursday."
2020-07-23 12:06:00 -0400,Twitter Cryptocurrency Scam Echoes Previous Schemes on YouTube,"(Bloomberg) -- The Bitcoin scam that hackers deployed while breaking into the Twitter Inc. accounts of political leaders and business titans last week closely resembles similar schemes used previously on YouTube.In the July 15 Twitter attack, hackers hijacked accounts belonging to Barack Obama, Elon Musk, Joe Biden and Jeff Bezos and asked their followers to send Bitcoins to their crypto wallet with a promise to double the amount. In a matter of hours, the hackers had accrued more than $100,000.But before compromising those accounts, the hackers targeted the Twitter accounts of popular cryptocurrency exchanges, such as Coinbase Inc., Gemini Trust Company LLC and Binance Holdings Ltd. In this case, the attackers tweeted a link to a website..."
2020-07-23 11:44:28 -0400,US STOCKS-S&P 500 set to snap winning streak as labor market rebound slows,"U.S. stocks fell on Thursday following the S&P 500's four straight days of gains as investors held out for a new coronavirus relief package, with latest data showing signs that a recovery in the labor market was stalling.  Microsoft Corp fell 1.9%, weighing the most on the S&P 500 and the Nasdaq, as its flagship cloud computing business Azure reported quarterly sales growth of under 50% for the first time ever."
2020-07-23 11:32:00 -0400,Tesla’s Earnings Looked Good. Why Did Its Stock Give Back All Its Gains?,"The latest results were way better than expected. But bears have raised questions about Tesla’s accounting, as well as noting how much sales of emissions credits, rather than cars, contribute to profits."
2020-07-23 11:01:00 -0400,Why Tesla Stock Jumped 6.1% Thursday Before Pulling Back,The electric-car maker's second-quarter update impressed. But it may be time for the stock to cool down.
2020-07-23 10:43:47 -0400,"Tesla is a ‘story stock’, we’re looking for the 'next catalyst in the near term': analyst",Yahoo Finance’s Alexis Christoforous and Brian Sozzi break down Tesla’s latest earnings report with CFRA Senior Equity Analyst Garrett Nelson.
2020-07-23 10:16:49 -0400,"Dow Jones Falls 100 Points On Jobless Data; Tesla, Twitter Jump On Earnings, But Microsoft Tumbles","The major stock indexes were lower early Thursday on weak jobless claims. Twitter jumped, while Microsoft and Tesla slid on earnings."
2020-07-23 10:05:02 -0400,"ETFs to Surge as Tesla Turns to Profit, Secures S&P 500 Entry","Tesla reported profit for the fourth consecutive quarter, representing the longest streak of profitability in its history. The profit has put Tesla in a position to join the coveted S&P 500 index."
2020-07-23 09:11:01 -0400,Tesla Eyes S&P 500 Inclusion After Q2 Earnings Beat,"Tesla (TSLA) smashes Q2 forecasts and posts the fourth consecutive quarterly profit, which qualifies it for inclusion in the S&P 500 list."
2020-07-23 09:03:42 -0400,"Dow Jones Today, Futures Reverse Gains After Jobs Data; Tesla's Unexpected Profit, Twitter's 186-Million Surprise","Twiter and Tesla were learly leaders, as Pfizer led. Microsoft lagged on the Dow Jones today, ahead of weekly jobless claims data."
2020-07-23 09:02:01 -0400,"The Zacks Analyst Blog Highlights: Tesla, Microsoft, Chipotle and Whirlpool","The Zacks Analyst Blog Highlights: Tesla, Microsoft, Chipotle and Whirlpool"
2020-07-23 08:13:00 -0400,"Tesla's stock pares gains after blow out results, while a host of analysts boost price targets","Shares of Tesla Inc.  rallied 3.1% in premarket trading, but pared overnight gains, while a host of Wall Street analysts raised their stock price targets in response blow out second-quarter results. The stock had jumped as much as 7.7% in the minutes after the electric car maker released its results late Wednesday. No less than 14 of the 32 analysts surveyed by FactSet have lifted price targets. The average target has increased to $1,152.10 from $751.48 at the end of June, but the target was still 28% below Wednesday's closing price of $1,592.33. Wedbush analyst Dan Ives kept his rating at neutral but boosted his price target to $1,800 from $1,250, saying Chief Executive Elon Musk &quot;hit a home run.&quot; J.P. Morgan's Ryan Brinkman ra..."
2020-07-23 07:41:00 -0400,"Sector Haves/Have Nots, Lisa Su Does It Again, Trading Tesla and Microsoft","Well into earnings season, the numbers reported continue to outperform, and at a better pace than we usually see at that.  Just look at what Tesla  , Microsoft  or Chipotle Mexican Grill  put to the tape on Wednesday evening.  It was the policy makers who literally saved the many from suffering any more than circumstance demanded."
2020-07-23 07:24:39 -0400,Tesla’s ‘Home-Run Quarter’ Leaves Even the Bears Praising Elon Musk,"(Bloomberg) -- Tesla Inc. shares extended their meteoric gains in U.S. pre-market trading as even the most pessimistic analysts struggled to find faults in the electric carmaker’s quarterly earnings report.It was a “home-run quarter” for Elon Musk’s firm, according to Wedbush’s Dan Ives, as the company reinstated its original delivery target of 500,000 units in fiscal 2020 and reported its fourth consecutive profit. Cowen’s Jeffrey Osborne upgraded his rating to market perform, removing the underperform recommendation he has held since initiating coverage of the stock in 2016.The quarter was marked by a “step change” in China, where Shanghai accounted for a sharply higher proportion of Tesla’s global production and deliveries, according t..."
2020-07-23 06:46:31 -0400,US STOCKS-Stimulus bets buoy futures ahead of jobless claims,"S&P 500 and Dow futures hovered near five-month highs on Thursday, as signs that a new coronavirus relief package was at hand lifted sentiment ahead of weekly unemployment data.  Leading U.S. Senate Republicans and the White House late on Wednesday said they had hammered out agreements in principle on portions of a potential coronavirus-response bill, as lawmakers raced to pass legislation by the end of July.  Optimism about a potential vaccine, fiscal stimulus and improving economic data has helped the benchmark S&P 500 recoup most of its virus-induced losses and rise 1.4% this year."
2020-07-23 06:31:19 -0400,Tesla Q2 2020 Earnings Call Transcript,"TSLA earnings call for the period ending June 30, 2020."
2020-07-23 06:00:00 -0400,Tesla Stock’s Run-Up Isn’t Over Yet. How to Play It With Less Risk.,"To manage risk without ceding exposure to higher highs, investors can consider a “bull spread” that positions them for continued advances without meaningful exposure to weakness in the stock."
2020-07-23 05:00:00 -0400,VW sees Amazon-built ‘industrial cloud’ as future B2B marketplace,"Volkswagen AG, Europe’s largest automaker, is expanding its cloud-based software and data portal, aiming to develop it into an industry-wide marketplace where business customers can buy and sell industrial applications, the company said on Thursday.  VW’s “industrial cloud” was designed in partnership with Amazon Web Services and eventually will link more than 120 VW factories around the world to the automaker's 1,500 suppliers and their 30,000 plants.  The portal is intended as a place to exchange data and software to help accelerate the digitalization of factory processes from stamping to painting to machinery maintenance, according to Nihar Patel, VW’s executive vice president for strategic core projects."
2020-07-23 03:08:48 -0400,"'Please mine more nickel,' Musk urges as Tesla boosts production","Tesla Inc boss Elon Musk urged miners to produce more nickel, a key ingredient in the batteries that power the company's electric cars, warning the current cost of batteries remained a big hurdle to the company's growth.  ""Tesla will give you a giant contract for a long period of time if you mine nickel efficiently and in an environmentally sensitive way,"" Musk said on a post-earnings call on Wednesday.  Nickel makes batteries energy dense so cars can run further on a single charge, and Tesla needs the metal more than ever as it looks to ramp up production of trucks and solar projects that use a lot of nickel."
2020-07-23 02:35:37 -0400,Tesla's $200 Billion Question Remains Unanswered,"(Bloomberg Opinion) -- You know Tesla Inc. is maturing as a carmaker when it manages to be slightly dull. Wednesday evening’s earnings update was even more eagerly anticipated than usual after the recent surge in its share price. Elon Musk’s company has added an astonishing $200 billion to its already ample market capitalization since the end of March.Confirmation that Tesla will add a second U.S. factory in Austin, Texas is certainly something to celebrate — especially for the workers it will employ there to build its Cybertruck and other products. So too is the fourth consecutive quarter of net profit, which may prompt the company’s inclusion in the S&P500.And yet the earnings call — where Musk has in the past ranted about “fascist” vir..."
2020-07-23 01:31:25 -0400,STMicro Raises 3Q and FY Guidance on Improved Market Conditions,"(Bloomberg) -- STMicroelectronics NV, the chipmaker that supplies Apple Inc. and Tesla Inc., raised both its third quarter and full year revenue forecasts as it sees “improved market conditions” through the end of the year.The company said third-quarter revenue will be $2.45 billion with a gross margin of 36%. The average estimate was $2.26 billion and 35.36% respectively, according to data compiled by Bloomberg.STMicro raised its full year net revenue target to between $9.25 billion and $9.65 billion, from $8.8 billion to $9.5 billion. Growth in the second half of the year would be in the range of $610 million to $1.01 billion, it said.Key Takeaways“We expect this growth to be driven by engaged customer programs, new products and improve..."
2020-07-23 00:02:02 -0400,Tesla Extends Quarterly Profit Streak,"Jul.22 -- Tesla posted a fourth consecutive quarterly profit after the bell, a milestone that now paves the way for the company to join the S&P 500 index. Bloomberg’s Su Keenan reports on “Bloomberg Markets: China Open.”"
2020-07-22 22:51:00 -0400,Elon Musk doesn’t want Tesla to be ‘super profitable’ as it soars toward a $300 billion valuation,"Tesla Inc. Chief Executive Elon Musk, who heads a company with a valuation approaching $300 billion, doesn’t want his electric vehicle maker to be “super profitable.”"
2020-07-22 20:43:00 -0400,"Get Ready S&P 500, Tesla Is Coming","The Tesla (TSLA) juggernaut stops for no one. The week began with another stellar performance, as Tesla shares surged by 9.5% in Monday July 20’s session.The reason behind the latest rally? It’s Tesla, is any other reason needed? Joking aside, Monday was a good day all around, with growth stocks in particular on the rise, so that might provide some explanation.Another explanation for the surge might be this week’s Q2 earnings report. Tesla will release its latest quarterly statement on Wednesday July 22 after market close, and investors might be piling in on the hope that Tesla can deliver another estimate-beating performance.There’s even more at stake this time around, as a fourth consecutive profitable quarter will finally make Tesla el..."
2020-07-22 20:27:23 -0400,"Tesla, posting a crucial profit, unveils Austin factory plan","Tesla's $104 million second quarter profit came from the selling of pollution credits, not cars."
2020-07-22 19:32:55 -0400,Musk Promises ‘Giant Contract’ for Efficiently Mined Nickel,"(Bloomberg) -- Elon Musk has a plea for mining companies: “Please mine more nickel.”“Tesla will give you a giant contract for a long period of time if you mine nickel efficiently and in an environmentally sensitive way,” said Musk, chief executive officer of the electric-carmaker, during a second-quarter earnings call.Musk’s plea comes as one of Japan’s general trading giants is about to take a roughly $500 million writedown on a nickel project in Madagascar because of low prices and the coronavirus pandemic.Supplies of battery-grade nickel -- a key component in the cathode of an electric vehicle’s battery -- could run short as early as 2023. BloombergNEF expects a tight balance in the next two to three years as lithium-ion battery demand..."
2020-07-22 19:06:37 -0400,Elon Musk's Tesla Rises on 4th Consecutive GAAP Profit,Electric vehicle maker reports second-quarter profit despite decreased operations Continue reading...
2020-07-22 19:05:55 -0400,Tesla posts fourth straight quarterly profit,"<p>Elon Musk has a lot to dance about these day.</p>
        <p>His electric car company Tesla on Wednesday announced something it has never done before.....four straight quarters with a profit.</p>
        <p>That milestone could pave the way for Tesla to earn a coveted spot in the benchmark S&amp;P 500 stock market index and bring with it even more investor attention.</p>
        <p>Quarterly profits and revenues topped forecasts - driven by better-than-expected vehicle deliveries, even in the face of disruptions caused by stay-at-home orders.</p>
        <p>Musk is so confident - he's sticking to his forecast to deliver more than half a million electric vehicles this year.</p>
        <p>Wednesday's result..."
2020-07-22 18:54:02 -0400,"S&P 500 News: Tesla's Profit Sets It Up to Join the Index, U.S. to Buy Up to 600 Million Coronavirus Vaccine Doses, Microsoft Earnings Overshadowed","Today's biggest gainers include homebuilder NVR, health care facility operator HCA Healthcare, and pharma giant Pfizer."
2020-07-22 18:13:46 -0400,"Dow Jones Futures: Tesla, Microsoft, Chipotle Are Earnings Movers after Quietly Bullish Coronavirus Stock Market Rally",The stock market rally had a modest-but-bullish session Wednesday. Tesla jumped overnight on earnings. Microsoft and Chipotle moved on quarterly results too.
2020-07-22 18:13:00 -0400,Tesla Earnings: Strong Results and an Optimistic Outlook,"Tesla's (NASDAQ: TSLA) second-quarter earnings release on Wednesday was arguably the most anticipated report this earnings season.  This made Tesla the most valuable automotive company in the world, with a market capitalization of nearly $300 billion.  Tesla reported second-quarter revenue of $6.04 billion."
2020-07-22 17:45:09 -0400,Tesla Q2 Earnings and Revenues Top Estimates,"Tesla (TSLA) delivered earnings and revenue surprises of 544.90% and 21.59%, respectively, for the quarter ended June 2020. Do the numbers hold clues to what lies ahead for the stock?"
2020-07-22 17:30:14 -0400,"Tesla Extends Quarterly Profit Streak, Opens Path to S&P 500","(Bloomberg) -- Tesla Inc. posted a fourth consecutive quarterly profit, a milestone that could pave the way for the electric car-maker to join the ranks of the blue-chip S&P 500 Index.The results validate the unconventional efforts that Elon Musk, Tesla’s chief executive officer, made to shore up earnings in the midst of the global pandemic that’s expected to leave other U.S. automakers posting losses. The profit further boosts Tesla’s already lofty share price, which has quadrupled since March in part based on speculation the stock could be added to the S&P 500. The stock rose as much as 7.8% in late trading. Tesla reported a profit of 50 cents a share on a GAAP basis Wednesday, beating analysts’ consensus estimate for a loss of $1.06 a ..."
2020-07-22 16:52:00 -0400,Tesla stock soars 5% after company reports surprise Q2 profit,"Tesla Inc. late Wednesday reported an unexpected second-quarter GAAP and adjusted profit, sending the stock higher in the extended session."
2020-07-22 16:44:24 -0400,"Market Recap: Wednesday, July 22","Stocks rose Wednesday, shaking off earlier concerns as tensions appeared to flare again between the US and China. Pfizer led gains in the 30-stock Dow after the drugmaker and a partner announced a near $2 billion agreement with the US government over their Covid-19 vaccine candidate. Myles Udland and Seana Smith break it all down on The Final Round."
2020-07-22 16:25:00 -0400,"Tesla Inc. stock rises Wednesday, outperforms market","COMPANY CLOSE UPDATES  Shares of Tesla Inc. TSLA advanced 1.53% to $1,592.33 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the NASDAQ Composite Index COMP rising 0."
2020-07-22 16:09:00 -0400,"Dow books first close above 27,000 in 6 weeks as investors set to parse Tesla, Microsoft quarterly results","U.S. stocks finished solidly higher Wednesday and the Dow booked the first close above 27,000 in more than six weeks, ahead of corporate results from Tesla  and Microsoft . The Dow Jones Industrial Average  rose 165 points, or 0.6%, to around 27,006, marking its first finish above the psychologically significant level at 27,000 since June 9, according to FactSet data. The S&P 500 index  closed 0.6% higher at around 3,276, while the Nasdaq Composite Index  finished 0.2% higher at 10,706. Markets shook off simmering tensions between China and the U.S. to finish the day higher, with investors focusing on corporate results to indicate the degree by which some of the biggest companies in America have been able to contend with the COVID-19 pand..."
2020-07-22 12:41:00 -0400,Nio Stock Is Dropping Because Tesla Cut Its Reservation Fee in China. That’s the Wrong Reaction.,"Yes, Tesla’s news could be bad for NIO, but there are alternative ways to interpret what’s happening in China."
2020-07-22 12:36:34 -0400,The Earnings Moment Of Truth Arrives For Tesla Stock Faithful,"With Tesla stock on a stratospheric rise, one its biggest days ever is on the line Wednesday when it reports second quarter results. The most important number will be the bottom line."
2020-07-22 12:35:00 -0400,Could Tesla Be Vulnerable to a Correction?,"Below we have a weekly Japanese candlestick chart of TSLA.  Prices have made nine record highs from the March low and now we can see a bearish or red candle pattern last week.  Bottom line strategy: In this long-running bull market we could see the price of TSLA go much higher, however, at this juncture in time I would give consideration to some profit taking and/or raising stop protection."
2020-07-22 12:33:34 -0400,Blink Charging Co. Stock Retests Highs After New Grant,Blink shares extended their rally Wednesday on news of a new grant to install a series of Level 2 charging stations in the mid-Atlantic.
